"STATISTIC","Statistic Label","TLIST(A1)","Year","C03315V03999","Provider","C03313V03997","Type of Financing Scheme","UNIT","VALUE"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","-","All Current Health Care Expenditure (HP.1 to HP.0)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","30983.39788"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","-","All Current Health Care Expenditure (HP.1 to HP.0)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","23967.64757"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","-","All Current Health Care Expenditure (HP.1 to HP.0)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","23790.03757"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","-","All Current Health Care Expenditure (HP.1 to HP.0)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","177.61"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","-","All Current Health Care Expenditure (HP.1 to HP.0)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","3708.765697"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","-","All Current Health Care Expenditure (HP.1 to HP.0)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","3269.246081"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","-","All Current Health Care Expenditure (HP.1 to HP.0)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","439.5196164"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","-","All Current Health Care Expenditure (HP.1 to HP.0)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","3306.984612"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","01","Hospitals (HP.1)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","11830.82777"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","01","Hospitals (HP.1)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","9284.405889"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","01","Hospitals (HP.1)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","9284.405889"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","01","Hospitals (HP.1)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","01","Hospitals (HP.1)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","2360.722726"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","01","Hospitals (HP.1)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","2300.427534"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","01","Hospitals (HP.1)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","60.29519175"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","01","Hospitals (HP.1)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","185.6991561"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","05","Long-Term Residential Facilities (HP.2)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","5271.396538"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","05","Long-Term Residential Facilities (HP.2)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","4148.74928"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","05","Long-Term Residential Facilities (HP.2)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","4148.74928"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","05","Long-Term Residential Facilities (HP.2)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","05","Long-Term Residential Facilities (HP.2)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","122.6631241"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","05","Long-Term Residential Facilities (HP.2)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","38.06125997"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","05","Long-Term Residential Facilities (HP.2)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","84.60186411"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","05","Long-Term Residential Facilities (HP.2)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","999.9841337"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","06","Ambulatory Health Care Provider (HP.3)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","6495.383878"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","06","Ambulatory Health Care Provider (HP.3)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","4807.311045"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","06","Ambulatory Health Care Provider (HP.3)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","4750.081045"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","06","Ambulatory Health Care Provider (HP.3)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","57.23"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","06","Ambulatory Health Care Provider (HP.3)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","378.7039129"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","06","Ambulatory Health Care Provider (HP.3)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","276.7218885"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","06","Ambulatory Health Care Provider (HP.3)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","101.9820244"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","06","Ambulatory Health Care Provider (HP.3)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","1309.368921"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","12","Ancillary Health Care Provider (HP.4)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","395.8711103"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","12","Ancillary Health Care Provider (HP.4)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","281.02"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","12","Ancillary Health Care Provider (HP.4)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","281.02"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","12","Ancillary Health Care Provider (HP.4)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","12","Ancillary Health Care Provider (HP.4)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","54.60370701"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","12","Ancillary Health Care Provider (HP.4)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","54.32970701"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","12","Ancillary Health Care Provider (HP.4)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","0.274"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","12","Ancillary Health Care Provider (HP.4)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","60.24740333"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","15","Retailer of Medical Goods (HP.5)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","3441.864379"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","15","Retailer of Medical Goods (HP.5)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","2697.188"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","15","Retailer of Medical Goods (HP.5)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","2626.118"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","15","Retailer of Medical Goods (HP.5)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","71.07"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","15","Retailer of Medical Goods (HP.5)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","15","Retailer of Medical Goods (HP.5)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","15","Retailer of Medical Goods (HP.5)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","15","Retailer of Medical Goods (HP.5)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","744.6763789"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","18","Providers of Preventive Care (HP.6)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","958.864"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","18","Providers of Preventive Care (HP.6)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","929.6573937"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","18","Providers of Preventive Care (HP.6)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","929.6573937"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","18","Providers of Preventive Care (HP.6)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","18","Providers of Preventive Care (HP.6)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","29.20660629"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","18","Providers of Preventive Care (HP.6)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","18","Providers of Preventive Care (HP.6)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","29.20660629"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","18","Providers of Preventive Care (HP.6)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","19","Providers of Health Care Administration and Financing (HP.7)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","823.5184964"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","19","Providers of Health Care Administration and Financing (HP.7)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","237.382908"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","19","Providers of Health Care Administration and Financing (HP.7)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","237.382908"
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","19","Providers of Health Care Administration and Financing (HP.7)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2022","2022","19","Providers of Health Care Administration and Financing (HP.7)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","586.1355885"
